"","code","number","title","units","time","description","effective","GE"
"101","ABT","142","Equipment and Technology for Small Farms ","2"," Laboratory—3 hours; Lecture—1 hour","Types and characteristics of agricultural equipment and technologies appropriate for small commercial farming. Adjustment and calibration of equipment. Selection of and budgeting for equipment. (IAD 142.) "," 1997 Spring Quarter."," QL, SE, VL. "
"102","ABT","150","Introduction to Geographic Information Systems ","4"," Laboratory—3 hours; Lecture—3 hours","Pass One restricted to Landscape Architecture and Sustainable Environmental Design majors. Basic concepts, principles, and methods of GIS are presented. Data structures, database design, GIS data creation, GPS, and spatial analysis. Not open for credit to students who have completed ABT 180/PLS 180 or ABT 181N. (LDA 150.) "," 2018 Winter Quarter."," SE, VL. "
"103","ABT","161","Water Quality Management for Aquaculture ","3"," Lecture—3 hours","Prerequisite(s): BIS 001B; MAT 016B; CHE 002B Basic principles of water chemistry and water treatment processes as they relate to aquacultural systems. "," 1997 Spring Quarter."," QL, SE, SL, VL. "
"104","ABT","163","Aquaculture Systems Engineering ","3"," Lecture—3 hours","Prerequisite(s): ABT 161 Design of aquacultural systems: design methodology, principles of fluid mechanics, site selection and facility planning, management operations, computer modeling. "," 1997 Spring Quarter."," OL, QL, SE, SL, VL, WE. "
"105","ABT","165","Irrigation Practices for an Urban Environment ","2"," Lecture—2 hours","Prerequisite(s): PHY 001A Basic design, installation, and operation principles of irrigation systems for turf and landscape: golf courses, parks, highways, public buildings, etc. Emphasis on hardware association with sprinkler and drip/trickle systems. "," 1997 Spring Quarter."," QL, SE, VL. "
"106","ABT","181N","Concepts and Methods in Geographic Information Systems ","4"," Lecture/Lab—8 hours","Prerequisite(s): ABT 150; LDA 150; or Consent of Instructor. Data representation and analysis in geographic information systems (GIS). Creation of spatial data sets from analog and digital sources such as aerial photography and maps; data structures, data management, database design, georeferencing, georectification, surface models, analysis, and spatial data visualization. "," 2018 Winter Quarter."," SE, SL, VL. "
"107","ABT","182","Environmental Analysis using GIS ","4"," Laboratory—4 hours; Lecture—2 hours","Prerequisite(s): ABT 150 or LDA 150; Or equivalent GIS experience and skills; general biology and/or ecology courses are recommended. Ecosystem and landscape modeling with emphasis on hydrology and solute transport. Spatial analysis of environmental risk analysis including ecological risk assessment, natural resource management. Spatial database structures, scripting, data models, and error analysis in GIS. (HYD 182.) "," 2018 Winter Quarter."," QL, SE, SL, VL. "
"108","ABT","190C","Research Conference for Advanced Undergraduates ","1"," Discussion—1 hour","Prerequisite(s): Consent of Instructor. Research conferences for specialized study in applied biological systems technology. May be repeated for credit. May be repeated for credit. (P/NP grading only.) "," 1997 Winter Quarter."," SE. "
"109","ABT","192","Internship in Applied Biological Systems Technology ","1-5"," Internship—3-15 hours","Prerequisite(s): Consent of Instructor. Upper division standing; approval of project prior to period of internship. Supervised internship in applied biological systems technology. May be repeated for credit. May be repeated for credit. (P/NP grading only.) "," 1997 Winter Quarter."," SE. "
"110","ABT","197T","Tutoring in Applied Biological Systems Technology ","1-5"," Tutorial","Prerequisite(s): Consent of Instructor. Upper division standing. Tutoring individual students, leading small voluntary discussion groups, or assisting the instructor in laboratories affiliated with one of the department's regular courses. May be repeated for credit if topic differs. (P/NP grading only.) "," 2004 Spring Quarter."," SE. "
"111","ABT","198","Directed Group Study ","1-5"," Variable","Prerequisite(s): Consent of Instructor. (P/NP grading only.) "," 1997"," SE. "
"112","ABT","199","Special Study for Advanced Undergraduates ","1-5"," Variable","Prerequisite(s): Consent of Instructor. (P/NP grading only.) "," 1997"," SE. "
"113","ABT","212","Path to Zero Net Energy ","4"," Review all entries Lecture—3 hours; Term Paper/Discussion—1 hour","Prerequisite(s): EBS 216; or Consent of Instructor. Open to upper division or graduate students. Zero Net Energy concepts and social, technical, economic, and environmental considerations. Multidisciplinary research and analysis for clients. "," 2017 Fall Quarter.",NA
"114","ABT","212","Path to Zero Net Energy ","4"," Review all entries Lecture—3 hours; Term Paper/Discussion—1 hour","Prerequisite(s): Consent of Instructor. Open to upper division or graduate students. Zero Net Energy concepts and social, technical, economic, and environmental considerations. Multidisciplinary research and analysis for clients. "," 2018",NA
"115","ABT","233","Pest Control Practices ","3"," Laboratory—3 hours; Lecture—2 hours","Prerequisite(s): Graduate standing or consent of instructor. Practical and theoretical considerations of pest control systems and techniques. Design, selection, and use of mechanical systems for field, orchard, greenhouse, and vector control use. Biological, legal, and environmental considerations in pest control and pesticide application. "," 2001",NA
"116","ABT","289B","Selected Topics in Applied Biological Systems Technology: Biotechnology ","15"," Variable—1-5 hours","Prerequisite(s): Consent of Instructor. Special topic. May be repeated for credit. "," 2015 Fall Quarter.",NA
"117","ABT","290C","Graduate Research Conference ","1"," Discussion—1 hour","Prerequisite(s): Consent of Instructor. Research problems, progress, and techniques in applied biological systems technology. May be repeated for credit. May be repeated for credit. (S/U grading only.) "," 1997 Winter Quarter.",NA
"118","ABT","298","Group Study ","1-5"," Variable","Prerequisite(s): Consent of Instructor. (S/U grading only.) "," 1997 Winter",NA
"119","ABT","299","Research ","1-12"," Variable","Prerequisite(s): Consent of Instructor. (S/U grading only.) "," 1997 Winter",NA
"120","ABT","317","Teaching Agricultural Mechanics ","2"," Laboratory—3 hours; Lecture—1 hour","Prerequisite(s): A course in physics; 6 units related to agricultural mechanics; enrolled in Agricultural Education Teacher Credential Program. Preparation of the teacher to plan, organize, and conduct an agricultural mechanics program in secondary schools. Development of and presentation of lesson plans and teaching aids. Review of subject matter in metal fabrication, power and machinery and agricultural structures areas. "," 1997",NA
"121","ACC","201","Financial Reporting ","4"," Lecture—4 hours","Restricted to Master of Professional Accountancy graduate students. Coverage includes the fundamentals of accounting and reporting economic events and transactions. Emphasizes the preparation of balance sheets, income statements, statements of cash flow, and statements of stockholders’ equity. Not open for credit to students who have taken any Management 200A. "," 2016 Winter Quarter.",NA
"122","ACC","203","Intermediate Financial Reporting ","4"," Lecture—4 hours","Prerequisite(s): ACC 201 or (MGT 200A or MGP 200A or MGB 200A) Restricted to students enrolled in the Master of Professional Accountancy degree program. Focuses on the preparation of complex financial statements. Topics include accounting recognition, measurement, and disclosure, as well as the theoretical foundations of and motivations for financial reporting choices. Not open for credit to students who have taken any Management 200A. "," 2015",NA
"123","ACC","205","Advanced Financial Reporting ","4"," Lecture—4 hours","Prerequisite(s): ACC 203 Restricted to graduate students in Graduate School of Management. Advanced treatment of recognition, measurement, and disclosure including pensions, accounting for income taxes, mergers and acquisitions, consolidations, special-purpose entities, and foreign subsidiaries. Includes accounting for governmental and nonprofit entities, as well as advanced treatment of international accounting standards. "," 2015 Fall Quarter.",NA
"124","ACC","211","Tax Reporting and Analysis ","4"," Lecture—4 hours","Restricted to Master of Professional Accountancy graduate students. Introduction to the taxation of business entities and their related transactions, with an emphasis on the details of tax law and tax reporting requirements. Topics include individual, partnership, and corporate taxation, as well as tax theory. Not open for credit to students who have completed any Management 264. "," 2015 Fall Quarter.",NA
